CVE_ID,Package,Version,CVSSv3,Rating,Severity,Vector,Summary,Published,Link,OS
CVE-2026-4437,glibc-gconv-iso8859-1,2.43+git,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"Calling gethostbyaddr or gethostbyaddr_r with a configured nsswitch.conf that specifies the library's DNS backend in the GNU C Library version 2.34 to version 2.43 could, with a crafted response from ",2026-03-20T20:16:49.477,https://nvd.nist.gov/vuln/detail/CVE-2026-4437,all
CVE-2026-5928,glibc-gconv-iso8859-1,2.43+git,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"Calling the ungetwc function on a FILE stream with wide characters encoded in a character set that has overlaps between its single byte and multi-byte character encodings, in the GNU C Library version",2026-04-20T21:16:36.963,https://nvd.nist.gov/vuln/detail/CVE-2026-5928,all
CVE-2026-4046,glibc-gconv-iso8859-1,2.43+git,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"The iconv() function in the GNU C Library versions 2.43 and earlier may crash due to an assertion failure when converting inputs from the IBM1390 or IBM1399 character sets, which may be used to remote",2026-03-30T18:16:19.573,https://nvd.nist.gov/vuln/detail/CVE-2026-4046,all
CVE-2020-12513,io,1.0,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,Pepperl+Fuchs Comtrol IO-Link Master in Version 1.5.48 and below is prone to an authenticated blind OS Command Injection.,2021-01-22T19:15:12.240,https://nvd.nist.gov/vuln/detail/CVE-2020-12513,all
CVE-2020-12512,io,1.0,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,Pepperl+Fuchs Comtrol IO-Link Master in Version 1.5.48 and below is prone to an authenticated reflected POST Cross-Site Scripting,2021-01-22T19:15:12.097,https://nvd.nist.gov/vuln/detail/CVE-2020-12512,all
CVE-2015-7848,ntp,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,An integer overflow can occur in NTP-dev.4.3.70 leading to an out-of-bounds memory copy operation when processing a specially crafted private mode packet. The crafted packet needs to have the correct ,2017-01-06T21:59:00.243,https://nvd.nist.gov/vuln/detail/CVE-2015-7848,all
CVE-2015-5219,ntp,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"The ULOGTOD function in ntp.d in SNTP before 4.2.7p366 does not properly perform type conversions from a precision value to a double, which allows remote attackers to cause a denial of service (infini",2017-07-21T14:29:00.867,https://nvd.nist.gov/vuln/detail/CVE-2015-5219,all
CVE-2015-7978,ntp,4.2.8p18,7.5,HIGH,HIGH,,"NTP before 4.2.8p6 and 4.3.0 before 4.3.90 allows a remote attackers to cause a denial of service (stack exhaustion) via an ntpdc relist command, which triggers recursive traversal of the restriction ",2017-01-30T21:59:00.520,https://nvd.nist.gov/vuln/detail/CVE-2015-7978,all
CVE-2015-7979,ntp,4.2.8p18,7.5,HIGH,HIGH,,NTP before 4.2.8p6 and 4.3.x before 4.3.90 allows remote attackers to cause a denial of service (client-server association tear down) by sending broadcast packets with invalid authentication to a broa,2017-01-30T21:59:00.613,https://nvd.nist.gov/vuln/detail/CVE-2015-7979,all
CVE-2015-7701,ntp,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"Memory leak in the CRYPTO_ASSOC function in ntpd in NTP 4.2.x before 4.2.8p4, and 4.3.x before 4.3.77 allows remote attackers to cause a denial of service (memory consumption).",2017-08-07T20:29:00.620,https://nvd.nist.gov/vuln/detail/CVE-2015-7701,all
CVE-2015-7704,ntp,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"The ntpd client in NTP 4.x before 4.2.8p4 and 4.3.x before 4.3.77 allows remote attackers to cause a denial of service via a number of crafted ""KOD"" messages.",2017-08-07T20:29:00.683,https://nvd.nist.gov/vuln/detail/CVE-2015-7704,all
CVE-2015-7703,ntp,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"The ""pidfile"" or ""driftfile"" directives in NTP ntpd 4.2.x before 4.2.8p4, and 4.3.x before 4.3.77, when ntpd is configured to allow remote configuration, allows remote attackers with an IP address tha",2017-07-24T14:29:00.223,https://nvd.nist.gov/vuln/detail/CVE-2015-7703,all
CVE-2015-5194,ntp,4.2.8p18,7.5,HIGH,HIGH,,The log_config_command function in ntp_parser.y in ntpd in NTP before 4.2.7p42 allows remote attackers to cause a denial of service (ntpd crash) via crafted logconfig commands.,2017-07-21T14:29:00.757,https://nvd.nist.gov/vuln/detail/CVE-2015-5194,all
CVE-2015-5195,ntp,4.2.8p18,7.5,HIGH,HIGH,,ntp_openssl.m4 in ntpd in NTP before 4.2.7p112 allows remote attackers to cause a denial of service (segmentation fault) via a crafted statistics or filegen configuration command that is not enabled d,2017-07-21T14:29:00.820,https://nvd.nist.gov/vuln/detail/CVE-2015-5195,all
CVE-2015-7692,ntp,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"The crypto_xmit function in ntpd in NTP 4.2.x before 4.2.8p4, and 4.3.x before 4.3.77 allows remote attackers to cause a denial of service (crash).  NOTE: This vulnerability exists due to an incomplet",2017-08-07T20:29:00.573,https://nvd.nist.gov/vuln/detail/CVE-2015-7692,all
CVE-2015-7691,ntp,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"The crypto_xmit function in ntpd in NTP 4.2.x before 4.2.8p4, and 4.3.x before 4.3.77 allows remote attackers to cause a denial of service (crash) via crafted packets containing particular autokey ope",2017-08-07T20:29:00.543,https://nvd.nist.gov/vuln/detail/CVE-2015-7691,all
CVE-2015-5300,ntp,4.2.8p18,7.5,HIGH,HIGH,,"The panic_gate check in NTP before 4.2.8p5 is only re-enabled after the first change to the system clock that was greater than 128 milliseconds by default, which allows remote attackers to set NTP to ",2017-07-21T14:29:00.927,https://nvd.nist.gov/vuln/detail/CVE-2015-5300,all
CVE-2016-9312,ntp,4.2.8p18,7.5,HIGH,HIGH,,"ntpd in NTP before 4.2.8p9, when running on Windows, allows remote attackers to cause a denial of service via a large UDP packet.",2017-01-13T16:59:00.933,https://nvd.nist.gov/vuln/detail/CVE-2016-9312,all
CVE-2016-4953,ntp,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,ntpd in NTP 4.x before 4.2.8p8 allows remote attackers to cause a denial of service (ephemeral-association demobilization) by sending a spoofed crypto-NAK packet with incorrect authentication data at ,2016-07-05T01:59:00.143,https://nvd.nist.gov/vuln/detail/CVE-2016-4953,all
CVE-2016-4954,ntp,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,The process_packet function in ntp_proto.c in ntpd in NTP 4.x before 4.2.8p8 allows remote attackers to cause a denial of service (peer-variable modification) by sending spoofed packets from many sour,2016-07-05T01:59:01.267,https://nvd.nist.gov/vuln/detail/CVE-2016-4954,all
CVE-2019-8936,ntp,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NTP through 4.2.8p12 has a NULL Pointer Dereference.,2019-05-15T16:29:01.223,https://nvd.nist.gov/vuln/detail/CVE-2019-8936,all
CVE-2020-11868,ntp,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"ntpd in ntp before 4.2.8p14 and 4.3.x before 4.3.100 allows an off-path attacker to block unauthenticated synchronization via a server mode packet with a spoofed source IP address, because transmissio",2020-04-17T04:15:10.987,https://nvd.nist.gov/vuln/detail/CVE-2020-11868,all
CVE-2015-7848,ntp-tickadj,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,An integer overflow can occur in NTP-dev.4.3.70 leading to an out-of-bounds memory copy operation when processing a specially crafted private mode packet. The crafted packet needs to have the correct ,2017-01-06T21:59:00.243,https://nvd.nist.gov/vuln/detail/CVE-2015-7848,all
CVE-2015-5219,ntp-tickadj,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"The ULOGTOD function in ntp.d in SNTP before 4.2.7p366 does not properly perform type conversions from a precision value to a double, which allows remote attackers to cause a denial of service (infini",2017-07-21T14:29:00.867,https://nvd.nist.gov/vuln/detail/CVE-2015-5219,all
CVE-2015-7978,ntp-tickadj,4.2.8p18,7.5,HIGH,HIGH,,"NTP before 4.2.8p6 and 4.3.0 before 4.3.90 allows a remote attackers to cause a denial of service (stack exhaustion) via an ntpdc relist command, which triggers recursive traversal of the restriction ",2017-01-30T21:59:00.520,https://nvd.nist.gov/vuln/detail/CVE-2015-7978,all
CVE-2015-7979,ntp-tickadj,4.2.8p18,7.5,HIGH,HIGH,,NTP before 4.2.8p6 and 4.3.x before 4.3.90 allows remote attackers to cause a denial of service (client-server association tear down) by sending broadcast packets with invalid authentication to a broa,2017-01-30T21:59:00.613,https://nvd.nist.gov/vuln/detail/CVE-2015-7979,all
CVE-2015-7701,ntp-tickadj,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"Memory leak in the CRYPTO_ASSOC function in ntpd in NTP 4.2.x before 4.2.8p4, and 4.3.x before 4.3.77 allows remote attackers to cause a denial of service (memory consumption).",2017-08-07T20:29:00.620,https://nvd.nist.gov/vuln/detail/CVE-2015-7701,all
CVE-2015-7704,ntp-tickadj,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"The ntpd client in NTP 4.x before 4.2.8p4 and 4.3.x before 4.3.77 allows remote attackers to cause a denial of service via a number of crafted ""KOD"" messages.",2017-08-07T20:29:00.683,https://nvd.nist.gov/vuln/detail/CVE-2015-7704,all
CVE-2015-7703,ntp-tickadj,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,"The ""pidfile"" or ""driftfile"" directives in NTP ntpd 4.2.x before 4.2.8p4, and 4.3.x before 4.3.77, when ntpd is configured to allow remote configuration, allows remote attackers with an IP address tha",2017-07-24T14:29:00.223,https://nvd.nist.gov/vuln/detail/CVE-2015-7703,all
CVE-2015-5194,ntp-tickadj,4.2.8p18,7.5,HIGH,HIGH,,The log_config_command function in ntp_parser.y in ntpd in NTP before 4.2.7p42 allows remote attackers to cause a denial of service (ntpd crash) via crafted logconfig commands.,2017-07-21T14:29:00.757,https://nvd.nist.gov/vuln/detail/CVE-2015-5194,all
CVE-2015-5195,ntp-tickadj,4.2.8p18,7.5,HIGH,HIGH,,ntp_openssl.m4 in ntpd in NTP before 4.2.7p112 allows remote attackers to cause a denial of service (segmentation fault) via a crafted statistics or filegen configuration command that is not enabled d,2017-07-21T14:29:00.820,https://nvd.nist.gov/vuln/detail/CVE-2015-5195,all
CVE-2015-7692,ntp-tickadj,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"The crypto_xmit function in ntpd in NTP 4.2.x before 4.2.8p4, and 4.3.x before 4.3.77 allows remote attackers to cause a denial of service (crash).  NOTE: This vulnerability exists due to an incomplet",2017-08-07T20:29:00.573,https://nvd.nist.gov/vuln/detail/CVE-2015-7692,all
CVE-2015-7691,ntp-tickadj,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"The crypto_xmit function in ntpd in NTP 4.2.x before 4.2.8p4, and 4.3.x before 4.3.77 allows remote attackers to cause a denial of service (crash) via crafted packets containing particular autokey ope",2017-08-07T20:29:00.543,https://nvd.nist.gov/vuln/detail/CVE-2015-7691,all
CVE-2015-5300,ntp-tickadj,4.2.8p18,7.5,HIGH,HIGH,,"The panic_gate check in NTP before 4.2.8p5 is only re-enabled after the first change to the system clock that was greater than 128 milliseconds by default, which allows remote attackers to set NTP to ",2017-07-21T14:29:00.927,https://nvd.nist.gov/vuln/detail/CVE-2015-5300,all
CVE-2016-9312,ntp-tickadj,4.2.8p18,7.5,HIGH,HIGH,,"ntpd in NTP before 4.2.8p9, when running on Windows, allows remote attackers to cause a denial of service via a large UDP packet.",2017-01-13T16:59:00.933,https://nvd.nist.gov/vuln/detail/CVE-2016-9312,all
CVE-2016-4953,ntp-tickadj,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,ntpd in NTP 4.x before 4.2.8p8 allows remote attackers to cause a denial of service (ephemeral-association demobilization) by sending a spoofed crypto-NAK packet with incorrect authentication data at ,2016-07-05T01:59:00.143,https://nvd.nist.gov/vuln/detail/CVE-2016-4953,all
CVE-2016-4954,ntp-tickadj,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,The process_packet function in ntp_proto.c in ntpd in NTP 4.x before 4.2.8p8 allows remote attackers to cause a denial of service (peer-variable modification) by sending spoofed packets from many sour,2016-07-05T01:59:01.267,https://nvd.nist.gov/vuln/detail/CVE-2016-4954,all
CVE-2019-8936,ntp-tickadj,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NTP through 4.2.8p12 has a NULL Pointer Dereference.,2019-05-15T16:29:01.223,https://nvd.nist.gov/vuln/detail/CVE-2019-8936,all
CVE-2020-11868,ntp-tickadj,4.2.8p18,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"ntpd in ntp before 4.2.8p14 and 4.3.x before 4.3.100 allows an off-path attacker to block unauthenticated synchronization via a server mode packet with a spoofed source IP address, because transmissio",2020-04-17T04:15:10.987,https://nvd.nist.gov/vuln/detail/CVE-2020-11868,all
CVE-2026-35385,openssh,10.3p1,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,"In OpenSSH before 10.3, a file downloaded by scp may be installed setuid or setgid, an outcome contrary to some users' expectations, if the download is performed as root with -O (legacy scp protocol) ",2026-04-02T17:16:27.450,https://nvd.nist.gov/vuln/detail/CVE-2026-35385,all
CVE-2026-35385,openssh-keygen,10.3p1,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,"In OpenSSH before 10.3, a file downloaded by scp may be installed setuid or setgid, an outcome contrary to some users' expectations, if the download is performed as root with -O (legacy scp protocol) ",2026-04-02T17:16:27.450,https://nvd.nist.gov/vuln/detail/CVE-2026-35385,all
CVE-2026-35385,openssh-scp,10.3p1,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,"In OpenSSH before 10.3, a file downloaded by scp may be installed setuid or setgid, an outcome contrary to some users' expectations, if the download is performed as root with -O (legacy scp protocol) ",2026-04-02T17:16:27.450,https://nvd.nist.gov/vuln/detail/CVE-2026-35385,all
CVE-2026-35385,openssh-sftp-server,10.3p1,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,"In OpenSSH before 10.3, a file downloaded by scp may be installed setuid or setgid, an outcome contrary to some users' expectations, if the download is performed as root with -O (legacy scp protocol) ",2026-04-02T17:16:27.450,https://nvd.nist.gov/vuln/detail/CVE-2026-35385,all
CVE-2026-35385,openssh-ssh,10.3p1,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,"In OpenSSH before 10.3, a file downloaded by scp may be installed setuid or setgid, an outcome contrary to some users' expectations, if the download is performed as root with -O (legacy scp protocol) ",2026-04-02T17:16:27.450,https://nvd.nist.gov/vuln/detail/CVE-2026-35385,all
CVE-2026-35385,openssh-sshd,10.3p1,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,"In OpenSSH before 10.3, a file downloaded by scp may be installed setuid or setgid, an outcome contrary to some users' expectations, if the download is performed as root with -O (legacy scp protocol) ",2026-04-02T17:16:27.450,https://nvd.nist.gov/vuln/detail/CVE-2026-35385,all
CVE-2020-13757,python3-codecs,3.14.4,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"Python-RSA before 4.1 ignores leading '\0' bytes during decryption of ciphertext. This could conceivably have a security-relevant impact, e.g., by helping an attacker to infer that an application uses",2020-06-01T19:15:10.067,https://nvd.nist.gov/vuln/detail/CVE-2020-13757,all
CVE-2020-25658,python3-codecs,3.14.4,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,It was found that python-rsa is vulnerable to Bleichenbacher timing attacks. An attacker can use this flaw via the RSA decryption API to decrypt parts of the cipher text encrypted with RSA.,2020-11-12T14:15:22.877,https://nvd.nist.gov/vuln/detail/CVE-2020-25658,all
CVE-2026-3087,python3-codecs,3.14.4,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,If `shutil.unpack_archive()` is given a ZIP archive with an absolute Windows path containing a drive (`C:\\...`) then the archive will be extracted outside the target directory which is different than,2026-04-27T21:16:42.480,https://nvd.nist.gov/vuln/detail/CVE-2026-3087,all
CVE-2020-13757,python3-compression,3.14.4,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"Python-RSA before 4.1 ignores leading '\0' bytes during decryption of ciphertext. This could conceivably have a security-relevant impact, e.g., by helping an attacker to infer that an application uses",2020-06-01T19:15:10.067,https://nvd.nist.gov/vuln/detail/CVE-2020-13757,all
CVE-2020-25658,python3-compression,3.14.4,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,It was found that python-rsa is vulnerable to Bleichenbacher timing attacks. An attacker can use this flaw via the RSA decryption API to decrypt parts of the cipher text encrypted with RSA.,2020-11-12T14:15:22.877,https://nvd.nist.gov/vuln/detail/CVE-2020-25658,all
CVE-2026-3087,python3-compression,3.14.4,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,If `shutil.unpack_archive()` is given a ZIP archive with an absolute Windows path containing a drive (`C:\\...`) then the archive will be extracted outside the target directory which is different than,2026-04-27T21:16:42.480,https://nvd.nist.gov/vuln/detail/CVE-2026-3087,all
CVE-2020-13757,python3-core,3.14.4,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,"Python-RSA before 4.1 ignores leading '\0' bytes during decryption of ciphertext. This could conceivably have a security-relevant impact, e.g., by helping an attacker to infer that an application uses",2020-06-01T19:15:10.067,https://nvd.nist.gov/vuln/detail/CVE-2020-13757,all
CVE-2020-25658,python3-core,3.14.4,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,It was found that python-rsa is vulnerable to Bleichenbacher timing attacks. An attacker can use this flaw via the RSA decryption API to decrypt parts of the cipher text encrypted with RSA.,2020-11-12T14:15:22.877,https://nvd.nist.gov/vuln/detail/CVE-2020-25658,all
CVE-2026-3087,python3-core,3.14.4,7.5,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,If `shutil.unpack_archive()` is given a ZIP archive with an absolute Windows path containing a drive (`C:\\...`) then the archive will be extracted outside the target directory which is different than,2026-04-27T21:16:42.480,https://nvd.nist.gov/vuln/detail/CVE-2026-3087,all
CVE-2024-8918,file,5.47,7.4,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,"The File Manager Pro plugin for WordPress is vulnerable to Limited JavaScript File Upload in all versions up to, and including, 8.3.9. This is due to a lack of proper checks on allowed file types. Thi",2024-10-16T07:15:16.777,https://nvd.nist.gov/vuln/detail/CVE-2024-8918,all
CVE-2026-50292,libinput-bin,1.30.2,7.4,HIGH,HIGH,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,"In libinput before 1.30.4 and 1.31.x before 1.31.3, libinput-device-group unescaped phys output can inject udev properties leading to arbitrary root code execution",2026-06-04T18:16:32.530,https://nvd.nist.gov/vuln/detail/CVE-2026-50292,all
CVE-2020-13817,ntp,4.2.8p18,7.4,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:H,ntpd in ntp before 4.2.8p14 and 4.3.x before 4.3.100 allows remote attackers to cause a denial of service (daemon exit or system time change) by predicting transmit timestamps for use in spoofed packe,2020-06-04T13:15:11.053,https://nvd.nist.gov/vuln/detail/CVE-2020-13817,all
CVE-2020-13817,ntp-tickadj,4.2.8p18,7.4,HIGH,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:H,ntpd in ntp before 4.2.8p14 and 4.3.x before 4.3.100 allows remote attackers to cause a denial of service (daemon exit or system time change) by predicting transmit timestamps for use in spoofed packe,2020-06-04T13:15:11.053,https://nvd.nist.gov/vuln/detail/CVE-2020-13817,all
CVE-2015-8387,perl,5.42.0,7.3,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,"PCRE before 8.38 mishandles (?123) subroutine calls and related subroutine calls, which allows remote attackers to cause a denial of service (integer overflow) or possibly have unspecified other impac",2015-12-02T01:59:11.417,https://nvd.nist.gov/vuln/detail/CVE-2015-8387,all
CVE-2022-40725,desktop-file-utils,0.28,7.3,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:H,PingID Desktop prior to the latest released version 1.7.4 contains a vulnerability that can be exploited to bypass the maximum PIN attempts permitted before the time-based lockout is activated.,2023-04-25T19:15:10.447,https://nvd.nist.gov/vuln/detail/CVE-2022-40725,all
CVE-2026-5435,glibc-gconv,2.43+git,7.3,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,"The deprecated functions ns_printrrf, ns_printrr and fp_nquery in the GNU C Library version 2.2 and newer fail to enforce the caller-supplied buffer length, and can result in an out-of-bounds write wh",2026-04-28T13:19:22.290,https://nvd.nist.gov/vuln/detail/CVE-2026-5435,all
CVE-2026-5435,glibc-gconv-iso8859-1,2.43+git,7.3,HIGH,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,"The deprecated functions ns_printrrf, ns_printrr and fp_nquery in the GNU C Library version 2.2 and newer fail to enforce the caller-supplied buffer length, and can result in an out-of-bounds write wh",2026-04-28T13:19:22.290,https://nvd.nist.gov/vuln/detail/CVE-2026-5435,all
CVE-2020-12525,io,1.0,7.3,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,M&M Software fdtCONTAINER Component in versions below 3.5.20304.x and between 3.6 and 3.6.20304.x is vulnerable to deserialization of untrusted data in its project storage.,2021-01-22T19:15:12.443,https://nvd.nist.gov/vuln/detail/CVE-2020-12525,all
CVE-2016-3988,ntp,4.2.8p18,7.3,HIGH,HIGH,,"Multiple stack-based buffer overflows in the NTP time-server interface on Meinberg IMS-LANTIME M3000, IMS-LANTIME M1000, IMS-LANTIME M500, LANTIME M900, LANTIME M600, LANTIME M400, LANTIME M300, LANTI",2016-07-03T14:59:04.523,https://nvd.nist.gov/vuln/detail/CVE-2016-3988,all
CVE-2016-3962,ntp,4.2.8p18,7.3,HIGH,HIGH,,"Stack-based buffer overflow in the NTP time-server interface on Meinberg IMS-LANTIME M3000, IMS-LANTIME M1000, IMS-LANTIME M500, LANTIME M900, LANTIME M600, LANTIME M400, LANTIME M300, LANTIME M200, L",2016-07-03T14:59:03.477,https://nvd.nist.gov/vuln/detail/CVE-2016-3962,all
CVE-2022-31647,desktop-file-utils,0.28,7.1,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,"Docker Desktop before 4.6.0 on Windows allows attackers to delete any file through the hyperv/destroy dockerBackendV2 API via a symlink in the DataFolder parameter, a different vulnerability than CVE-",2023-04-27T20:15:39.930,https://nvd.nist.gov/vuln/detail/CVE-2022-31647,all
CVE-2022-34292,desktop-file-utils,0.28,7.1,HIGH,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,Docker Desktop for Windows before 4.6.0 allows attackers to overwrite any file through a symlink attack on the hyperv/create dockerBackendV2 API by controlling the DataFolder parameter for DockerDeskt,2023-04-27T20:15:40.070,https://nvd.nist.gov/vuln/detail/CVE-2022-34292,all
CVE-2022-26488,python3-dbus,1.4.0,7.0,HIGH,HIGH,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,"In Python before 3.10.3 on Windows, local users can gain privileges because the search path is inadequately secured. The installer may allow a local attacker to add user-writable directories to the sy",2022-03-10T17:47:45.383,https://nvd.nist.gov/vuln/detail/CVE-2022-26488,all
CVE-2024-6222,desktop-file-utils,0.28,7.0,HIGH,HIGH,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,"In Docker Desktop before v4.29.0, an attacker who has gained access to the Docker Desktop VM through a container breakout can further escape to the host by passing extensions and dashboard related IPC",2024-07-09T18:15:12.510,https://nvd.nist.gov/vuln/detail/CVE-2024-6222,all
CVE-2023-51767,openssh,10.3p1,7.0,HIGH,HIGH,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,"OpenSSH through 10.0, when common types of DRAM are used, might allow row hammer attacks (for authentication bypass) because the integer value of authenticated in mm_answer_authpassword does not resis",2023-12-24T07:15:07.410,https://nvd.nist.gov/vuln/detail/CVE-2023-51767,all
CVE-2023-51767,openssh-keygen,10.3p1,7.0,HIGH,HIGH,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,"OpenSSH through 10.0, when common types of DRAM are used, might allow row hammer attacks (for authentication bypass) because the integer value of authenticated in mm_answer_authpassword does not resis",2023-12-24T07:15:07.410,https://nvd.nist.gov/vuln/detail/CVE-2023-51767,all
CVE-2023-51767,openssh-scp,10.3p1,7.0,HIGH,HIGH,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,"OpenSSH through 10.0, when common types of DRAM are used, might allow row hammer attacks (for authentication bypass) because the integer value of authenticated in mm_answer_authpassword does not resis",2023-12-24T07:15:07.410,https://nvd.nist.gov/vuln/detail/CVE-2023-51767,all
